,sex,occupation,education-num,hours-per-week,age,marital-status,income
632,1,NOC-3,10,60,40,Married,1
633,0,NOC-4,13,40,30,Married,1
634,1,NOC-3,9,60,50,Married,0
635,0,NOC-5,9,20,20,Never-married,0
636,1,NOC-5,13,40,20,Never-married,0
637,1,NOC-1,13,60,30,Married,1
638,1,NOC-3,5,60,50,Married,0
639,1,NOC-1,13,60,50,Married,1
640,1,NOC-3,9,60,30,Seperated,0
641,1,NOC-3,9,40,50,Married,0
642,1,NOC-5,10,40,20,Never-married,0
643,1,NOC-2,10,60,40,Married,1
644,1,NOC-3,10,45,30,Married,0
645,1,NOC-1,13,40,50,Seperated,1
646,0,NOC-4,9,40,30,Seperated,0
647,1,NOC-3,9,20,70,Married,0
648,1,NOC-7,9,60,50,Married,0
649,1,NOC-2,13,40,30,Married,1
650,1,NOC-5,10,20,20,Never-married,0
651,1,NOC-1,9,60,20,Never-married,0
652,1,NOC-1,13,40,30,Married,1
653,0,NOC-1,10,45,40,Seperated,0
654,0,NOC-4,9,30,30,Never-married,0
655,0,NOC-4,10,40,30,Never-married,0
656,0,NOC-7,5,20,70,Seperated,0
657,1,NOC-3,9,45,30,Married,0
658,1,NOC-3,5,30,40,Married,0
659,1,NOC-4,9,40,40,Married,1
660,1,NOC-5,8,40,40,Married,1
661,1,NOC-2,13,60,30,Never-married,0
662,1,NOC-1,10,40,30,Never-married,0
663,1,NOC-1,13,40,40,Never-married,0
664,0,NOC-2,10,30,20,Never-married,0
665,0,NOC-1,12,40,40,Seperated,1
666,1,NOC-3,10,40,30,Married,0
667,1,NOC-3,9,40,40,Married,1
668,0,NOC-7,7,40,20,Married,0
669,1,NOC-4,5,40,20,Never-married,0
670,1,NOC-1,10,40,50,Seperated,0
671,0,NOC-7,7,20,20,Never-married,0
672,1,NOC-4,7,20,20,Never-married,0
673,1,NOC-1,13,40,30,Married,1
674,1,NOC-2,9,60,50,Married,1
675,0,NOC-2,9,40,20,Never-married,0
676,1,NOC-5,8,20,20,Never-married,0
677,1,NOC-4,10,40,30,Married,0
678,1,NOC-3,9,45,30,Never-married,0
679,1,NOC-1,9,60,50,Seperated,0
680,1,NOC-2,9,60,30,Never-married,0
681,1,NOC-3,11,40,40,Married,1
682,1,NOC-3,9,40,30,Married,1
683,1,NOC-1,10,40,20,Seperated,0
684,0,NOC-4,7,20,20,Never-married,0
685,0,NOC-1,9,40,30,Seperated,0
686,1,NOC-7,5,20,70,Never-married,0
687,0,NOC-1,13,60,40,Married,0
688,1,NOC-1,13,30,40,Never-married,0
689,1,NOC-5,9,30,30,Never-married,0
690,1,NOC-4,10,40,50,Married,0
691,0,NOC-4,10,45,20,Never-married,0
692,1,NOC-1,10,60,40,Married,0
693,1,NOC-1,10,20,20,Never-married,0
694,0,NOC-2,13,20,20,Never-married,0
695,1,NOC-7,12,45,20,Never-married,0
696,1,NOC-1,13,60,30,Never-married,1
697,1,NOC-2,13,40,30,Married,1
698,0,NOC-1,13,40,30,Never-married,0
699,0,NOC-2,9,20,20,Never-married,0
700,1,NOC-1,13,60,40,Never-married,0
701,0,NOC-2,13,40,30,Seperated,0
702,1,NOC-5,10,30,20,Never-married,0
703,1,NOC-3,10,40,30,Married,0
704,0,NOC-1,13,70,50,Seperated,1
705,0,NOC-1,13,60,40,Seperated,1
706,1,NOC-5,8,40,40,Married,0
707,1,NOC-2,10,40,40,Never-married,0
708,1,NOC-3,9,30,50,Married,0
709,1,NOC-5,7,30,20,Never-married,0
710,1,NOC-1,13,40,30,Married,0
711,0,NOC-4,10,40,40,Seperated,0
712,1,NOC-1,13,40,40,Seperated,0
713,1,NOC-2,11,40,40,Married,0
714,0,NOC-4,13,30,40,Seperated,0
715,0,NOC-5,9,40,30,Seperated,0
716,1,NOC-4,9,40,30,Married,0
717,0,NOC-2,9,40,20,Never-married,0
718,0,NOC-2,10,20,20,Never-married,0
719,1,NOC-1,13,45,30,Married,1
720,1,NOC-5,9,40,30,Never-married,0
721,1,NOC-3,9,60,40,Married,0
722,1,NOC-1,13,40,30,Never-married,0
723,1,NOC-1,9,45,50,Married,1
724,1,NOC-1,13,45,40,Married,1
725,1,NOC-1,13,40,40,Never-married,1
726,0,NOC-2,9,40,40,Married,0
727,0,NOC-5,10,20,20,Never-married,0
728,1,NOC-5,9,40,30,Married,0
729,1,NOC-1,7,60,70,Married,1
730,0,NOC-5,10,30,20,Never-married,0
731,0,NOC-4,10,40,50,Seperated,0
732,1,NOC-4,11,45,30,Married,0
733,0,NOC-5,11,20,20,Never-married,0
734,0,NOC-7,10,40,40,Married,0
735,1,NOC-3,10,40,30,Married,0
736,0,NOC-2,10,40,40,Never-married,0
737,1,NOC-1,13,60,40,Married,0
738,0,NOC-5,9,20,50,Seperated,0
739,1,NOC-2,13,40,40,Married,1
740,0,NOC-5,10,30,20,Never-married,0
741,1,NOC-3,9,70,50,Married,0
742,0,NOC-1,13,60,40,Never-married,1
743,1,NOC-2,11,40,30,Never-married,0
744,1,NOC-5,8,20,20,Never-married,0
745,0,NOC-1,13,40,40,Married,1
746,1,NOC-3,9,40,50,Married,1
747,0,NOC-4,10,40,30,Never-married,0
748,1,NOC-3,7,40,30,Never-married,0
749,1,NOC-1,13,40,50,Married,0
750,1,NOC-1,13,40,30,Married,1
751,1,NOC-1,13,20,20,Never-married,0
752,1,NOC-3,6,40,50,Married,0
753,1,NOC-3,9,60,20,Never-married,0
754,1,NOC-5,9,40,40,Never-married,0
755,1,NOC-3,11,40,30,Never-married,0
756,1,NOC-3,9,40,50,Married,1
757,0,NOC-1,13,45,30,Never-married,0
758,0,NOC-4,9,40,50,Married,1
759,1,NOC-4,9,40,40,Never-married,0
760,0,NOC-5,9,20,40,Never-married,0
761,0,NOC-4,9,40,50,Married,1
762,1,NOC-2,9,40,30,Seperated,0
763,1,NOC-1,13,70,50,Married,1
764,1,NOC-2,13,60,50,Never-married,1
765,0,NOC-5,6,45,30,Seperated,0
766,1,NOC-5,10,40,30,Married,0
767,0,NOC-2,10,30,20,Married,0
768,0,NOC-2,13,60,50,Seperated,0
769,1,NOC-4,9,40,30,Never-married,0
770,0,NOC-4,10,40,30,Never-married,0
771,1,NOC-4,5,30,40,Seperated,0
772,1,NOC-3,9,60,30,Seperated,0
773,0,NOC-2,11,30,40,Married,1
774,1,NOC-2,9,40,50,Never-married,0
775,1,NOC-2,11,60,20,Seperated,0
776,0,NOC-4,10,40,40,Seperated,0
777,1,NOC-1,13,40,30,Married,0
778,1,NOC-2,13,60,40,Married,1
779,1,NOC-2,10,40,50,Never-married,0
780,1,NOC-3,10,40,40,Married,0
781,0,NOC-4,11,45,30,Never-married,0
782,1,NOC-1,11,60,40,Married,1
783,1,NOC-1,10,60,40,Married,0
784,0,NOC-2,13,60,40,Never-married,1
785,0,NOC-4,10,40,40,Seperated,0
786,1,NOC-4,9,60,70,Married,0
787,1,NOC-4,8,30,20,Never-married,0
788,1,NOC-7,9,20,50,Married,0
789,0,NOC-7,9,40,20,Never-married,0
790,1,NOC-2,11,60,50,Married,1
791,1,NOC-2,13,40,40,Married,0
792,1,NOC-7,10,30,20,Never-married,0
793,0,NOC-2,9,40,20,Never-married,0
794,1,NOC-3,9,60,50,Married,1
795,1,NOC-5,10,20,20,Never-married,0
796,1,NOC-4,9,40,70,Married,0
797,1,NOC-4,9,40,20,Never-married,0
798,1,NOC-2,13,30,50,Never-married,1
799,1,NOC-1,13,40,40,Married,1
800,1,NOC-3,12,40,40,Seperated,0
801,1,NOC-5,9,30,20,Never-married,0
802,1,NOC-4,7,20,70,Never-married,0
803,0,NOC-4,9,40,30,Seperated,0
804,0,NOC-2,7,20,20,Never-married,0
805,1,NOC-3,9,60,30,Married,1
806,1,NOC-7,13,40,50,Married,0
807,1,NOC-1,13,60,30,Married,1
808,1,NOC-1,13,40,70,Married,1
809,1,NOC-3,9,30,20,Never-married,0
810,0,NOC-5,9,40,30,Seperated,0
811,1,NOC-7,10,40,20,Never-married,0
812,1,NOC-1,10,45,40,Seperated,0
813,1,NOC-4,10,40,20,Never-married,0
814,1,NOC-4,6,20,20,Never-married,0
815,0,NOC-5,9,70,50,Married,0
816,0,NOC-1,11,60,40,Never-married,0
817,1,NOC-3,10,60,50,Married,1
818,1,NOC-3,9,45,70,Married,0
819,1,NOC-3,9,60,50,Married,1
820,1,NOC-4,11,40,50,Never-married,0
821,0,NOC-1,13,60,30,Never-married,0
822,1,NOC-2,11,40,30,Never-married,0
823,0,NOC-4,9,40,30,Seperated,0
824,1,NOC-1,9,60,30,Married,0
825,1,NOC-3,9,45,50,Seperated,1
826,0,NOC-5,9,40,70,Seperated,0
827,0,NOC-4,9,30,40,Seperated,0
828,1,NOC-4,10,30,40,Never-married,0
829,1,NOC-2,13,40,20,Never-married,0
830,1,NOC-7,7,20,40,Married,0
831,0,NOC-4,10,40,50,Married,1
832,1,NOC-5,10,40,30,Never-married,0
833,1,NOC-1,9,40,70,Married,0
834,0,NOC-7,7,30,70,Seperated,0
835,1,NOC-4,9,40,50,Married,0
836,1,NOC-4,9,40,20,Seperated,0
837,0,NOC-1,13,60,40,Seperated,1
838,1,NOC-1,13,60,20,Never-married,0
839,1,NOC-4,9,20,70,Seperated,0
840,1,NOC-2,7,20,20,Never-married,0
841,1,NOC-3,10,60,30,Married,0
842,1,NOC-1,10,40,50,Married,1
843,0,NOC-1,13,60,70,Seperated,0
844,1,NOC-3,9,40,50,Married,1
845,1,NOC-1,10,40,40,Seperated,0
846,0,NOC-5,9,60,40,Seperated,0
847,1,NOC-1,13,45,40,Married,1
848,1,NOC-3,13,40,40,Married,0
849,1,NOC-3,9,20,30,Never-married,0
850,0,NOC-1,13,40,70,Seperated,1
851,0,NOC-4,11,60,30,Seperated,0
852,1,NOC-2,9,60,50,Married,0
853,0,NOC-1,13,40,30,Never-married,0
854,1,NOC-1,13,60,50,Seperated,1
855,1,NOC-3,9,40,30,Never-married,0
856,0,NOC-4,9,40,30,Never-married,0
857,1,NOC-5,9,40,50,Married,1
858,0,NOC-1,13,40,30,Never-married,0
859,0,NOC-1,13,60,50,Never-married,1
860,0,NOC-4,7,20,20,Never-married,0
861,1,NOC-4,9,40,40,Married,0
862,1,NOC-1,7,60,50,Married,0
863,1,NOC-1,10,70,30,Married,0
864,1,NOC-4,9,40,30,Married,0
865,0,NOC-2,10,20,20,Never-married,0
866,1,NOC-5,6,40,20,Never-married,0
867,1,NOC-2,7,30,20,Never-married,0
868,1,NOC-4,10,60,40,Married,1
869,1,NOC-1,13,40,30,Seperated,0
870,1,NOC-1,13,40,40,Married,1
871,1,NOC-3,10,60,20,Never-married,0
872,1,NOC-2,13,40,70,Married,1
873,1,NOC-2,13,40,50,Married,1
874,1,NOC-5,5,30,50,Seperated,0
875,1,NOC-1,13,60,40,Married,1
876,0,NOC-5,9,20,20,Never-married,0
877,0,NOC-4,11,40,40,Seperated,0
878,1,NOC-3,9,40,40,Married,1
879,0,NOC-4,9,30,20,Never-married,0
880,0,NOC-4,5,40,50,Seperated,0
881,1,NOC-4,13,40,30,Married,1
882,1,NOC-3,9,70,30,Married,0
883,1,NOC-2,13,60,40,Married,1
884,0,NOC-3,10,60,30,Married,0
885,1,NOC-7,10,20,70,Married,0
886,1,NOC-1,13,30,20,Never-married,0
887,1,NOC-3,10,60,30,Married,0
888,1,NOC-2,9,40,50,Married,0
889,0,NOC-2,11,45,30,Seperated,0
890,0,NOC-7,10,30,50,Seperated,0
891,1,NOC-1,13,40,30,Never-married,0
892,0,NOC-4,11,40,30,Married,0
893,1,NOC-1,13,60,40,Married,1
894,1,NOC-4,13,70,40,Married,1
895,1,NOC-1,13,40,40,Married,0
896,1,NOC-2,10,60,50,Seperated,0
897,0,NOC-1,13,60,20,Never-married,0
898,1,NOC-1,13,45,30,Married,1
899,1,NOC-2,9,40,30,Married,0
900,1,NOC-5,5,60,70,Married,0
901,1,NOC-3,5,20,50,Married,0
902,0,NOC-5,9,40,20,Never-married,0
903,1,NOC-7,12,40,30,Married,0
904,1,NOC-2,9,45,30,Never-married,0
905,0,NOC-4,9,40,50,Seperated,0
906,1,NOC-4,10,60,40,Seperated,0
907,1,NOC-1,13,20,20,Never-married,0
908,1,NOC-5,9,20,40,Seperated,0
909,1,NOC-2,10,40,50,Married,0
910,1,NOC-2,9,30,30,Never-married,0
911,1,NOC-3,10,45,40,Seperated,0
912,1,NOC-4,6,60,50,Married,0
913,1,NOC-3,10,40,30,Never-married,0
914,1,NOC-2,9,40,20,Never-married,0
915,1,NOC-1,13,45,40,Married,1
916,0,NOC-1,13,60,40,Married,0
917,1,NOC-1,9,40,70,Married,1
918,1,NOC-1,9,30,70,Married,0
919,1,NOC-5,10,20,20,Never-married,0
920,1,NOC-2,10,30,20,Never-married,0
921,1,NOC-3,10,40,20,Never-married,0
922,0,NOC-4,5,40,40,Married,0
923,0,NOC-4,10,40,40,Married,0
924,1,NOC-7,9,20,70,Married,0
925,1,NOC-4,9,40,30,Married,0
926,1,NOC-4,9,40,40,Married,0
927,1,NOC-1,13,60,50,Married,1
928,0,NOC-2,10,45,20,Never-married,0
929,0,NOC-6,5,40,30,Married,0
930,1,NOC-4,9,60,40,Seperated,0
931,0,NOC-7,10,20,20,Never-married,0
932,1,NOC-5,5,40,50,Married,0
933,0,NOC-4,9,40,20,Married,0
934,1,NOC-4,7,45,40,Married,1
935,1,NOC-3,9,70,40,Married,1
936,0,NOC-1,13,30,50,Never-married,0
937,1,NOC-1,13,40,40,Married,1
938,1,NOC-3,9,30,30,Married,0
939,1,NOC-2,13,40,30,Never-married,1
940,0,NOC-5,12,40,30,Seperated,0
941,1,NOC-4,9,40,30,Married,0
942,1,NOC-1,9,40,40,Married,1
943,0,NOC-5,9,45,20,Never-married,0
944,1,NOC-4,9,40,20,Married,0
945,0,NOC-1,10,30,50,Seperated,0
946,0,NOC-4,10,40,40,Seperated,0
947,0,NOC-1,13,45,40,Married,1
948,1,NOC-3,10,30,40,Seperated,0
949,1,NOC-4,10,40,40,Seperated,0
950,0,NOC-1,9,40,40,Married,1
951,1,NOC-1,13,45,40,Married,1
952,0,NOC-5,5,40,50,Seperated,0
953,0,NOC-5,9,20,20,Never-married,0
954,1,NOC-1,10,40,50,Married,0
955,1,NOC-3,6,30,40,Married,0
956,1,NOC-2,10,70,40,Married,1
957,1,NOC-3,6,40,30,Seperated,0
958,1,NOC-1,13,40,30,Married,1
959,1,NOC-1,12,40,40,Married,1
960,1,NOC-1,10,45,20,Married,0
961,0,NOC-4,9,40,30,Seperated,0
962,1,NOC-3,13,70,30,Married,0
963,0,NOC-1,6,40,40,Seperated,0
964,1,NOC-3,9,40,30,Married,0
965,0,NOC-5,9,20,20,Never-married,0
966,1,NOC-2,10,60,30,Married,1
967,1,NOC-3,9,20,50,Married,0
968,1,NOC-1,13,40,50,Married,1
969,0,NOC-7,11,20,40,Seperated,0
970,1,NOC-3,9,30,30,Married,1
971,0,NOC-2,13,30,30,Never-married,0
972,1,NOC-1,13,40,70,Seperated,1
973,1,NOC-3,9,40,40,Married,0
974,1,NOC-3,9,70,40,Never-married,0
975,0,NOC-2,10,40,20,Never-married,0
976,0,NOC-1,10,40,20,Never-married,0
977,1,NOC-1,13,30,40,Married,1
978,0,NOC-5,9,40,70,Seperated,0
979,1,NOC-5,9,40,30,Seperated,0
980,0,NOC-4,9,45,50,Never-married,0
981,0,NOC-4,12,40,20,Never-married,0
982,0,NOC-7,9,40,20,Never-married,0
983,1,NOC-4,9,45,50,Never-married,0
984,1,NOC-2,9,40,40,Seperated,1
985,0,NOC-5,11,20,70,Seperated,0
986,0,NOC-3,9,30,40,Never-married,0
987,0,NOC-4,9,40,50,Seperated,0
988,1,NOC-3,9,40,40,Seperated,0
989,0,NOC-1,10,40,50,Seperated,0
990,1,NOC-2,13,40,50,Never-married,0
991,1,NOC-4,11,40,40,Married,0
992,1,NOC-3,9,30,50,Married,0
993,1,NOC-4,9,60,50,Married,1
994,1,NOC-1,9,45,30,Never-married,0
995,1,NOC-1,9,60,50,Married,1
996,1,NOC-1,13,45,40,Seperated,0
997,1,NOC-1,13,60,50,Seperated,1
998,1,NOC-4,10,40,40,Married,0
999,1,NOC-1,13,60,40,Married,1
1000,1,NOC-5,10,40,20,Never-married,0
1001,1,NOC-1,13,70,50,Married,1
1002,0,NOC-1,9,40,40,Married,1
1003,0,NOC-1,13,60,20,Never-married,0
1004,1,NOC-5,9,20,30,Never-married,0
1005,1,NOC-4,13,40,50,Married,0
1006,1,NOC-4,9,40,70,Seperated,0
1007,1,NOC-1,9,40,40,Married,1
1008,1,NOC-3,9,60,50,Married,1
1009,1,NOC-2,10,60,30,Married,0
1010,0,NOC-4,9,40,50,Seperated,0
1011,1,NOC-3,11,40,30,Never-married,0
1012,1,NOC-4,9,40,50,Married,1
1013,1,NOC-1,10,45,40,Married,1
1014,1,NOC-1,13,30,40,Married,0
1015,1,NOC-5,5,40,50,Married,0
1016,0,NOC-2,11,40,30,Married,1
1017,0,NOC-5,9,30,50,Seperated,0
1018,1,NOC-3,9,40,20,Seperated,0
1019,1,NOC-7,9,30,20,Never-married,0
1020,1,NOC-3,10,60,40,Never-married,0
1021,1,NOC-1,13,30,50,Married,1
1022,0,NOC-2,9,30,40,Seperated,0
1023,1,NOC-5,10,40,30,Married,0
1024,0,NOC-4,9,40,20,Never-married,0
1025,1,NOC-5,9,60,50,Married,0
1026,1,NOC-1,13,45,30,Never-married,0
1027,1,NOC-1,9,60,40,Married,1
1028,0,NOC-4,6,40,50,Married,0
1029,1,NOC-2,13,60,50,Married,0
1030,0,NOC-4,11,40,30,Never-married,0
1031,1,NOC-5,12,20,20,Never-married,0
1032,1,NOC-2,10,40,30,Never-married,0
1033,0,NOC-5,9,40,30,Never-married,0
1034,1,NOC-7,5,20,70,Seperated,0
1035,1,NOC-7,9,40,20,Never-married,0
1036,1,NOC-1,5,20,70,Married,0
1037,1,NOC-5,9,70,40,Never-married,0
1038,0,NOC-6,9,30,30,Seperated,0
1039,0,NOC-7,7,20,30,Married,0
1040,0,NOC-5,9,40,70,Never-married,0
1041,0,NOC-4,10,40,20,Never-married,0
1042,0,NOC-4,10,40,40,Seperated,0
1043,1,NOC-1,13,60,40,Married,1
1044,0,NOC-2,10,40,20,Never-married,0
1045,1,NOC-1,13,60,30,Seperated,0
1046,0,NOC-7,12,20,70,Never-married,0
1047,1,NOC-5,10,40,20,Married,0
1048,0,NOC-2,10,60,20,Never-married,0
1049,1,NOC-1,13,60,40,Married,1
1050,1,NOC-4,9,40,70,Married,0
1051,1,NOC-2,13,40,50,Married,1
1052,1,NOC-4,13,40,30,Married,1
1053,1,NOC-2,10,60,50,Married,1
1054,1,NOC-3,10,40,40,Seperated,0
1055,1,NOC-2,13,40,30,Married,0
1056,1,NOC-3,8,70,30,Married,0
1057,0,NOC-3,11,40,40,Seperated,0
1058,1,NOC-1,13,40,50,Married,1
1059,1,NOC-3,9,60,40,Married,1
1060,1,NOC-1,9,30,40,Married,0
1061,1,NOC-4,9,40,70,Married,0
1062,1,NOC-5,9,30,50,Married,0
1063,0,NOC-5,12,40,30,Seperated,0
1064,1,NOC-2,10,70,50,Married,1
1065,1,NOC-5,10,40,40,Never-married,0
1066,1,NOC-1,13,70,30,Married,1
1067,1,NOC-3,8,40,40,Married,0
1068,1,NOC-1,13,60,30,Married,0
1069,0,NOC-2,12,60,40,Seperated,0
1070,0,NOC-1,13,20,20,Never-married,0
1071,1,NOC-3,9,40,40,Married,1
1072,1,NOC-3,9,60,40,Married,1
1073,0,NOC-1,13,60,50,Married,1
1074,1,NOC-4,7,20,20,Never-married,0
1075,1,NOC-3,10,20,20,Never-married,0
1076,0,NOC-2,13,40,30,Never-married,0
1077,1,NOC-2,13,60,20,Never-married,0
1078,1,NOC-3,9,40,50,Married,0
1079,0,NOC-1,11,40,40,Married,1
1080,0,NOC-1,13,40,40,Seperated,0
1081,0,NOC-1,9,30,20,Seperated,0
1082,1,NOC-4,9,60,50,Married,0
1083,1,NOC-2,10,40,40,Married,1
1084,1,NOC-4,10,40,30,Married,0
1085,1,NOC-3,11,40,30,Married,0
1086,1,NOC-2,9,40,30,Married,0
1087,1,NOC-1,13,30,30,Never-married,0
1088,1,NOC-1,10,60,40,Married,1
1089,1,NOC-3,9,30,40,Seperated,0
1090,1,NOC-1,12,40,40,Married,1
1091,1,NOC-2,13,60,40,Never-married,1
1092,1,NOC-1,13,60,30,Married,0
1093,1,NOC-3,9,40,30,Seperated,0
1094,1,NOC-4,10,40,20,Never-married,0
1095,1,NOC-1,13,20,20,Never-married,0
1096,1,NOC-4,6,40,70,Married,0
1097,0,NOC-7,9,40,20,Never-married,0
1098,0,NOC-2,9,30,30,Married,1
1099,0,NOC-1,10,40,40,Seperated,0
1100,1,NOC-7,5,20,70,Married,0
1101,1,NOC-4,13,60,40,Married,1
1102,1,NOC-1,5,40,40,Married,0
1103,1,NOC-1,13,60,40,Married,0
1104,0,NOC-1,12,30,30,Married,1
1105,0,NOC-4,9,30,30,Seperated,0
1106,1,NOC-1,13,60,30,Never-married,0
1107,1,NOC-5,9,30,30,Never-married,0
1108,1,NOC-3,13,40,40,Married,1
1109,1,NOC-3,11,60,40,Married,0
1110,1,NOC-2,13,45,30,Married,1
1111,0,NOC-2,13,45,30,Married,1
1112,1,NOC-4,13,40,40,Never-married,0
1113,0,NOC-2,9,40,70,Married,0
1114,0,NOC-5,9,40,30,Seperated,0
1115,1,NOC-4,11,70,50,Married,1
1116,1,NOC-3,10,40,40,Married,0
1117,1,NOC-3,9,60,40,Married,0
1118,0,NOC-1,13,40,50,Married,1
1119,1,NOC-1,13,40,50,Married,0
1120,1,NOC-2,10,40,30,Married,0
1121,0,NOC-2,9,40,40,Seperated,0
1122,1,NOC-1,10,40,30,Married,0
1123,1,NOC-2,13,40,40,Married,0
1124,0,NOC-5,10,30,50,Seperated,0
1125,0,NOC-4,11,40,20,Never-married,0
1126,1,NOC-3,9,60,30,Married,1
1127,1,NOC-5,9,40,70,Seperated,0
1128,1,NOC-5,10,45,40,Seperated,0
1129,1,NOC-1,13,45,30,Married,0
1130,0,NOC-4,10,40,30,Never-married,0
1131,0,NOC-7,9,40,30,Seperated,0
1132,0,NOC-5,9,40,30,Never-married,0
1133,0,NOC-4,11,40,40,Never-married,0
1134,1,NOC-7,10,40,40,Seperated,0
1135,1,NOC-1,10,60,30,Married,1
1136,1,NOC-1,13,45,50,Married,1
1137,1,NOC-4,9,60,30,Married,1
1138,1,NOC-3,9,60,30,Married,0
1139,1,NOC-3,5,30,40,Married,0
1140,0,NOC-5,10,20,20,Never-married,0
1141,1,NOC-2,10,45,20,Never-married,0
1142,0,NOC-2,9,40,50,Seperated,0
1143,1,NOC-5,13,40,40,Never-married,0
1144,1,NOC-2,10,60,50,Married,0
1145,1,NOC-1,13,45,30,Married,1
1146,0,NOC-1,10,60,30,Never-married,0
1147,1,NOC-4,9,60,50,Married,0
1148,1,NOC-1,9,30,70,Married,1
1149,1,NOC-1,9,40,50,Married,1
1150,1,NOC-5,9,30,20,Never-married,0
1151,0,NOC-4,10,40,40,Seperated,0
1152,1,NOC-7,10,40,20,Never-married,0
1153,1,NOC-3,9,60,50,Married,0
1154,1,NOC-2,9,40,40,Married,0
1155,1,NOC-4,10,60,30,Married,0
1156,1,NOC-1,9,45,50,Married,1
1157,0,NOC-1,13,60,30,Married,1
1158,1,NOC-3,13,40,30,Never-married,0
1159,1,NOC-5,9,30,20,Never-married,0
1160,1,NOC-3,11,40,40,Married,0
1161,1,NOC-3,9,40,50,Seperated,0
1162,1,NOC-2,13,60,30,Married,1
1163,1,NOC-2,12,40,50,Married,1
1164,0,NOC-1,13,40,50,Married,1
1165,0,NOC-4,9,40,30,Seperated,0
1166,1,NOC-4,13,20,70,Married,1
1167,0,NOC-7,10,20,20,Never-married,0
1168,1,NOC-1,13,40,70,Married,0
1169,1,NOC-3,9,40,40,Seperated,0
1170,0,NOC-4,9,45,50,Seperated,0
1171,0,NOC-5,7,40,50,Seperated,0
1172,1,NOC-4,13,70,20,Married,1
1173,1,NOC-5,11,30,20,Never-married,0
1174,1,NOC-5,9,40,50,Married,0
1175,1,NOC-7,10,40,50,Married,1
1176,0,NOC-4,11,30,20,Never-married,0
1177,1,NOC-1,9,60,50,Married,1
1178,0,NOC-4,9,40,50,Never-married,0
1179,1,NOC-5,7,45,20,Never-married,0
1180,1,NOC-7,9,40,50,Married,1
1181,0,NOC-1,13,45,40,Seperated,1
1182,1,NOC-1,13,40,40,Married,0
1183,1,NOC-4,9,40,30,Married,0
1184,1,NOC-3,9,40,40,Married,0
1185,1,NOC-7,13,40,50,Married,0
1186,0,NOC-1,10,40,50,Never-married,0
1187,1,NOC-3,9,30,70,Married,0
1188,0,NOC-4,13,70,20,Never-married,0
1189,1,NOC-1,13,30,30,Never-married,0
1190,1,NOC-5,11,40,50,Seperated,0
1191,1,NOC-3,10,40,50,Married,1
1192,1,NOC-3,9,60,40,Married,0
1193,1,NOC-2,13,40,30,Married,0
1194,0,NOC-5,10,30,20,Never-married,0
1195,0,NOC-1,13,40,50,Seperated,0
1196,1,NOC-1,12,60,50,Married,0
1197,1,NOC-1,13,60,50,Married,0
1198,0,NOC-4,9,40,20,Never-married,0
1199,1,NOC-3,9,40,50,Married,0
1200,1,NOC-4,9,70,40,Married,1
1201,1,NOC-1,13,60,30,Married,1
1202,1,NOC-3,13,30,40,Seperated,0
1203,1,NOC-5,13,40,40,Never-married,1
1204,1,NOC-3,10,40,30,Married,0
1205,1,NOC-2,13,40,70,Married,1
1206,1,NOC-2,9,40,70,Married,0
1207,1,NOC-2,13,45,40,Married,1
1208,1,NOC-7,10,30,20,Never-married,0
1209,1,NOC-4,9,45,40,Married,0
1210,1,NOC-2,10,60,40,Married,1
1211,1,NOC-4,10,70,40,Seperated,0
1212,0,NOC-3,10,20,30,Seperated,0
1213,1,NOC-1,13,45,50,Married,1
1214,1,NOC-5,10,20,20,Never-married,0
1215,0,NOC-7,13,40,70,Seperated,1
1216,1,NOC-3,10,40,50,Married,1
1217,0,NOC-7,9,45,30,Seperated,0
1218,1,NOC-1,13,45,30,Seperated,0
1219,1,NOC-1,13,40,40,Married,1
1220,1,NOC-3,9,40,40,Married,1
1221,1,NOC-3,9,40,50,Married,0
1222,1,NOC-3,10,40,50,Married,0
1223,0,NOC-4,9,40,50,Seperated,0
1224,1,NOC-3,13,70,40,Married,1
1225,0,NOC-4,9,40,30,Never-married,0
1226,1,NOC-1,13,60,40,Married,1
1227,1,NOC-4,10,60,40,Married,0
1228,0,NOC-4,9,40,50,Seperated,0
1229,1,NOC-1,13,30,70,Married,0
1230,1,NOC-1,13,40,50,Married,1
1231,0,NOC-4,9,40,50,Seperated,0
1232,0,NOC-4,13,40,30,Never-married,0
1233,1,NOC-3,9,45,40,Married,0
1234,0,NOC-5,7,45,30,Seperated,0
1235,0,NOC-2,10,30,20,Never-married,0
1236,0,NOC-2,9,30,30,Never-married,0
1237,0,NOC-2,9,40,40,Married,0
1238,0,NOC-5,9,30,30,Never-married,0
1239,0,NOC-4,10,40,40,Never-married,0
1240,1,NOC-1,13,45,30,Never-married,1
1241,0,NOC-4,9,30,50,Seperated,0
1242,0,NOC-1,9,40,40,Seperated,0
1243,1,NOC-1,9,60,70,Married,1
1244,1,NOC-5,10,20,40,Never-married,0
1245,0,NOC-5,10,20,70,Seperated,0
1246,1,NOC-1,13,60,50,Married,1
1247,1,NOC-4,9,40,50,Seperated,0
1248,0,NOC-4,9,40,30,Married,0
1249,0,NOC-5,9,40,30,Never-married,0
1250,1,NOC-1,13,60,50,Married,1
1251,1,NOC-1,10,60,50,Married,0
1252,1,NOC-4,9,40,30,Married,0
1253,0,NOC-4,9,45,50,Seperated,0
